mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_colsample_bytree,param_subsample,iter_num
1.2883997758229573,0.11067103781945477,0.12085374196370442,0.0022039759516881982,10.0,5.0,"{'max_depth': 10, 'min_child_weight': 5}",0.6131305091110246,0.6249142638691152,0.6567030781643841,0.6315826170481746,0.018402760555017272,179,random search for 1 group,4.0,,,
1.2177071571350098,0.1159705709788767,0.12128043174743652,0.011640739653237113,9.0,3.0,"{'max_depth': 9, 'min_child_weight': 3}",0.5970799494040925,0.615018610631316,0.6388592206999384,0.6169859269117822,0.017112950797831726,187,random search for 1 group,4.0,,,
0.3947267532348633,0.019148321923583688,0.08600219090779622,0.0005950450856882786,7.0,19.0,"{'max_depth': 7, 'min_child_weight': 19}",0.6491346575081376,0.6264010699425162,0.6891374633384899,0.6548910635963813,0.025933452301010358,17,random search for 1 group,4.0,,,
0.1693589687347412,0.0012795028133259975,0.053017616271972656,0.0004049468269109804,3.0,5.0,"{'max_depth': 3, 'min_child_weight': 5}",0.6226569284586546,0.6032285758227921,0.6804796993292731,0.63545506787024,0.032810346945764686,170,random search for 1 group,4.0,,,
0.7709394296010336,0.049287093921696584,0.10816605885823567,0.0028204121309247173,9.0,9.0,"{'max_depth': 9, 'min_child_weight': 9}",0.6236981381075837,0.6369411285312649,0.6823258970357411,0.6476550545581966,0.025105041823206983,78,random search for 1 group,4.0,,,
0.20792762438456214,0.0036125432418885844,0.0634763240814209,0.0024435230279399468,4.0,10.0,"{'max_depth': 4, 'min_child_weight': 10}",0.6464788944841953,0.6183872667905521,0.6938740321658046,0.6529133978135173,0.03115140512107381,34,random search for 1 group,4.0,,,
2.059130907058716,0.16305983174947294,0.1928854783376058,0.020418909432705426,15.0,16.0,"{'max_depth': 15, 'min_child_weight': 16}",0.6402664318082711,0.6249617149930047,0.6850869346349542,0.6501050271454101,0.0255128592139225,55,random search for 1 group,4.0,,,
0.3356769879659017,0.037974208537607884,0.07980132102966309,0.004309346142192853,6.0,15.0,"{'max_depth': 6, 'min_child_weight': 15}",0.6437799551929395,0.6172923506585273,0.6991384774590677,0.6534035944368448,0.0340994422465154,28,random search for 1 group,4.0,,,
0.6351221402486166,0.018095344454248825,0.0951234499613444,0.0011595830410033009,7.0,2.0,"{'max_depth': 7, 'min_child_weight': 2}",0.6195279486215872,0.634680644186969,0.6539610594608862,0.6360565507564808,0.014090886408925972,167,random search for 1 group,4.0,,,
2.92741600672404,0.04823652561912942,0.2055518627166748,0.01412368438864834,18.0,16.0,"{'max_depth': 18, 'min_child_weight': 16}",0.633186566452304,0.6175918591395577,0.6799623061094691,0.6435802439004435,0.026502069881157147,128,random search for 1 group,4.0,,,
0.4415074189503987,0.0407397588270005,0.08647489547729492,0.0018014012430258941,7.0,10.0,"{'max_depth': 7, 'min_child_weight': 10}",0.6246749188407941,0.6332494567225494,0.6880746679375225,0.6486663478336221,0.02808490039184793,66,random search for 1 group,4.0,,,
4.278004884719849,0.14344995811077554,0.2269521554311117,0.03114071597104048,18.0,9.0,"{'max_depth': 18, 'min_child_weight': 9}",0.6097189865312924,0.6358148273386275,0.6639962488527509,0.6365100209075569,0.022164051552785717,163,random search for 1 group,4.0,,,
1.8093067010243733,0.055477955009586986,0.1538883845011393,0.02139404591350234,12.0,7.0,"{'max_depth': 12, 'min_child_weight': 7}",0.6110957912217128,0.6295276714663351,0.6690530871555614,0.6365588499478698,0.024177677598979947,161,random search for 1 group,4.0,,,
1.101250410079956,0.05609268424504253,0.11683416366577147,0.0034049817465893143,10.0,7.0,"{'max_depth': 10, 'min_child_weight': 7}",0.6152493070979879,0.6218231197630922,0.6758021151063585,0.6376248473224796,0.02712847931381914,156,random search for 1 group,4.0,,,
2.8968165715535483,0.09731762967888144,0.18710883458455405,0.0037725635395340572,17.0,13.0,"{'max_depth': 17, 'min_child_weight': 13}",0.6255570954314984,0.6289876538398939,0.6772665387763996,0.6439370960159306,0.02360905191928,120,random search for 1 group,4.0,,,
4.440247933069865,0.17094280138325,0.1916352907816569,0.0073354079867885376,16.0,6.0,"{'max_depth': 16, 'min_child_weight': 6}",0.6125767155272248,0.63334916461595,0.6532263666515951,0.63305074893159,0.016596492060548175,177,random search for 1 group,4.0,,,
2.9323945045471187,0.164500492621307,0.2136843999226888,0.008039870112729133,19.0,19.0,"{'max_depth': 19, 'min_child_weight': 19}",0.6395892982030851,0.6313077017830889,0.6892916989472627,0.6533962329778124,0.02560611343265385,31,random search for 1 group,4.0,,,
0.5654230912526449,0.04034587342997428,0.09624250729878744,0.006272736506271982,8.0,10.0,"{'max_depth': 8, 'min_child_weight': 10}",0.6177895806114684,0.6355477311103355,0.6853120962806909,0.6462164693341649,0.028579584928657843,96,random search for 1 group,4.0,,,
